,original,adversary,truth,epsilon
8272,0,0,0,0.01
8273,6,6,6,0.01
8274,3,3,3,0.01
8275,6,6,6,0.01
8276,4,4,4,0.01
8277,4,4,4,0.01
8278,2,2,2,0.01
8279,7,7,7,0.01
8280,8,8,8,0.01
8281,2,2,2,0.01
8282,1,1,1,0.01
8283,9,9,9,0.01
8284,0,0,0,0.01
8285,3,3,3,0.01
8286,2,2,2,0.01
8287,2,2,2,0.01
8288,8,8,8,0.01
8289,4,4,4,0.01
8290,1,1,1,0.01
8291,5,5,5,0.01
8292,4,4,4,0.01
8293,8,8,8,0.01
8294,8,8,8,0.01
8295,6,6,6,0.01
8296,1,1,1,0.01
8297,6,6,6,0.01
8298,9,9,9,0.01
8299,4,4,4,0.01
8300,5,5,5,0.01
8301,3,3,5,0.01
8302,5,5,5,0.01
8303,5,5,5,0.01
8304,6,6,6,0.01
8305,4,4,8,0.01
8306,7,7,7,0.01
8307,6,6,6,0.01
8308,8,8,8,0.01
8309,2,2,2,0.01
8310,7,7,7,0.01
8311,4,4,4,0.01
8312,7,7,7,0.01
8313,2,2,2,0.01
8314,9,9,9,0.01
8315,5,5,5,0.01
8316,8,8,8,0.01
8317,3,3,3,0.01
8318,7,7,7,0.01
8319,7,7,7,0.01
8320,2,2,2,0.01
8321,8,8,9,0.01
8322,4,4,4,0.01
8323,4,4,4,0.01
8324,8,8,8,0.01
8325,9,9,9,0.01
8326,5,5,5,0.01
8327,3,3,3,0.01
8328,6,6,6,0.01
8329,6,6,6,0.01
8330,4,4,4,0.01
8331,1,1,1,0.01
8332,9,9,9,0.01
8333,7,7,7,0.01
8334,1,1,9,0.01
8335,6,6,6,0.01
8336,9,9,9,0.01
8337,0,0,0,0.01
8338,3,3,3,0.01
8339,9,9,9,0.01
8340,8,8,8,0.01
8341,3,3,3,0.01
8342,7,7,7,0.01
8343,9,9,9,0.01
8344,4,4,4,0.01
8345,4,4,4,0.01
8346,9,9,9,0.01
8347,6,6,6,0.01
8348,0,0,0,0.01
8349,0,0,2,0.01
8350,7,9,7,0.01
8351,4,9,4,0.01
8352,0,0,0,0.01
8353,4,4,4,0.01
8354,3,3,3,0.01
8355,3,3,9,0.01
8356,3,3,3,0.01
8357,3,3,3,0.01
8358,7,7,7,0.01
8359,0,0,0,0.01
8360,1,1,1,0.01
8361,9,9,9,0.01
8362,3,3,3,0.01
8363,0,0,0,0.01
8364,4,4,4,0.01
8365,2,2,2,0.01
8366,9,9,9,0.01
8367,6,6,6,0.01
8368,8,8,8,0.01
8369,6,6,6,0.01
8370,8,8,8,0.01
8371,4,4,4,0.01
8372,5,5,5,0.01
8373,1,1,1,0.01
8374,0,0,0,0.01
8375,2,2,2,0.01
8376,7,7,7,0.01
8377,7,7,7,0.01
8378,2,2,2,0.01
8379,2,2,2,0.01
8380,4,4,4,0.01
8381,9,9,9,0.01
8382,3,3,3,0.01
8383,4,4,4,0.01
8384,7,7,7,0.01
8385,0,0,0,0.01
8386,4,4,4,0.01
8387,2,2,2,0.01
8388,2,2,2,0.01
8389,5,5,5,0.01
8390,9,9,9,0.01
8391,8,8,8,0.01
8392,0,0,0,0.01
8393,9,9,9,0.01
8394,8,8,8,0.01
8395,6,6,6,0.01
8396,5,5,5,0.01
8397,5,5,5,0.01
8398,2,2,2,0.01
8399,5,5,5,0.01
8400,4,4,4,0.01
8401,2,2,2,0.01
8402,3,3,3,0.01
8403,9,9,9,0.01
8404,1,1,1,0.01
8405,7,7,7,0.01
8406,2,2,2,0.01
8407,6,6,6,0.01
8408,2,2,2,0.01
8409,9,9,9,0.01
8410,9,9,9,0.01
8411,0,0,0,0.01
8412,8,8,9,0.01
8413,0,0,0,0.01
8414,1,1,1,0.01
8415,6,6,6,0.01
8416,9,9,9,0.01
8417,3,3,3,0.01
8418,9,9,9,0.01
8419,4,4,4,0.01
8420,4,4,4,0.01
8421,7,7,7,0.01
8422,3,3,3,0.01
8423,3,3,3,0.01
8424,9,9,9,0.01
8425,9,9,9,0.01
8426,4,4,4,0.01
8427,4,4,4,0.01
8428,8,8,8,0.01
8429,7,7,7,0.01
8430,2,2,2,0.01
8431,0,0,8,0.01
8432,3,3,3,0.01
8433,3,3,3,0.01
8434,0,0,0,0.01
8435,0,0,0,0.01
8436,1,1,1,0.01
8437,5,5,5,0.01
8438,5,5,5,0.01
8439,9,9,9,0.01
8440,0,0,0,0.01
8441,4,4,4,0.01
8442,0,0,0,0.01
8443,8,8,8,0.01
8444,6,6,6,0.01
8445,9,9,9,0.01
8446,6,6,6,0.01
8447,9,9,9,0.01
8448,0,0,0,0.01
8449,4,4,4,0.01
8450,6,6,6,0.01
8451,4,4,4,0.01
8452,2,2,2,0.01
8453,8,8,8,0.01
8454,8,8,8,0.01
8455,6,6,6,0.01
8456,5,5,5,0.01
8457,7,7,7,0.01
8458,2,2,2,0.01
8459,0,0,0,0.01
8460,9,9,9,0.01
8461,0,0,0,0.01
8462,3,3,3,0.01
8463,6,6,6,0.01
8464,2,2,2,0.01
8465,7,7,7,0.01
8466,0,0,0,0.01
8467,7,7,7,0.01
8468,9,9,9,0.01
8469,5,5,5,0.01
8470,7,7,7,0.01
8471,4,4,4,0.01
8472,2,2,2,0.01
8473,3,3,3,0.01
8474,7,7,7,0.01
8475,5,5,5,0.01
8476,9,9,9,0.01
8477,5,5,5,0.01
8478,4,4,4,0.01
8479,0,0,0,0.01
8480,3,3,3,0.01
8481,0,0,0,0.01
8482,0,0,0,0.01
8483,8,8,8,0.01
8484,9,9,9,0.01
8485,0,0,0,0.01
8486,2,2,2,0.01
8487,6,6,6,0.01
8488,9,9,9,0.01
8489,7,7,7,0.01
8490,2,2,2,0.01
8491,3,3,3,0.01
8492,4,4,4,0.01
8493,2,2,2,0.01
8494,8,8,8,0.01
8495,4,4,4,0.01
8496,4,4,4,0.01
8497,1,1,1,0.01
8498,4,4,4,0.01
8499,2,2,2,0.01
8500,3,3,3,0.01
8501,9,9,9,0.01
8502,8,8,8,0.01
8503,9,9,9,0.01
8504,3,3,3,0.01
8505,4,4,4,0.01
8506,7,7,7,0.01
8507,6,6,6,0.01
8508,6,6,6,0.01
8509,7,7,7,0.01
8510,3,3,3,0.01
8511,8,8,7,0.01
8512,5,5,5,0.01
8513,8,8,8,0.01
8514,1,1,1,0.01
8515,8,8,8,0.01
8516,2,2,2,0.01
8517,9,9,9,0.01
8518,7,7,7,0.01
8519,7,7,7,0.01
8520,5,5,5,0.01
8521,4,4,4,0.01
8522,9,9,9,0.01
8523,2,2,2,0.01
8524,9,9,9,0.01
8525,4,4,4,0.01
8526,5,5,5,0.01
8527,8,8,8,0.01
8528,8,8,5,0.01
8529,5,5,5,0.01
8530,2,3,7,0.01
8531,1,1,1,0.01
8532,8,8,8,0.01
8533,6,6,6,0.01
8534,1,1,1,0.01
8535,1,1,1,0.01
8536,0,0,0,0.01
8537,0,0,0,0.01
8538,5,5,5,0.01
8539,2,2,2,0.01
8540,2,2,2,0.01
8541,2,2,2,0.01
8542,0,0,6,0.01
8543,4,4,4,0.01
8544,7,7,7,0.01
8545,2,2,7,0.01
8546,5,5,5,0.01
8547,2,2,2,0.01
8548,7,7,7,0.01
8549,6,6,6,0.01
8550,5,5,5,0.01
8551,3,3,3,0.01
8552,7,7,7,0.01
8553,8,8,8,0.01
8554,2,2,2,0.01
8555,2,2,2,0.01
8556,4,4,4,0.01
8557,2,2,2,0.01
8558,2,3,3,0.01
8559,0,0,0,0.01
8560,4,4,4,0.01
8561,1,1,1,0.01
8562,9,9,9,0.01
8563,1,1,1,0.01
8564,1,1,1,0.01
8565,0,0,0,0.01
8566,9,9,9,0.01
8567,3,3,3,0.01
8568,3,3,3,0.01
8569,7,2,8,0.01
8570,0,0,0,0.01
8571,4,4,4,0.01
8572,6,6,6,0.01
8573,3,3,3,0.01
8574,9,9,9,0.01
8575,4,4,4,0.01
8576,4,4,4,0.01
8577,5,5,5,0.01
8578,5,5,5,0.01
8579,1,1,1,0.01
8580,0,0,0,0.01
8581,3,3,3,0.01
8582,2,2,2,0.01
8583,6,6,6,0.01
8584,8,8,8,0.01
8585,4,4,4,0.01
8586,1,1,1,0.01
8587,3,3,3,0.01
8588,4,4,4,0.01
8589,4,4,4,0.01
8590,8,8,8,0.01
8591,5,5,5,0.01
8592,7,7,7,0.01
8593,6,6,6,0.01
8594,6,6,6,0.01
8595,2,2,2,0.01
8596,1,1,1,0.01
8597,7,7,7,0.01
8598,0,0,0,0.01
8599,8,8,8,0.01
8600,5,5,5,0.01
8601,7,7,7,0.01
8602,5,5,5,0.01
8603,6,6,6,0.01
8604,3,3,3,0.01
8605,9,9,9,0.01
8606,3,3,3,0.01
8607,6,6,6,0.01
8608,7,7,7,0.01
8609,2,2,2,0.01
8610,2,2,2,0.01
8611,3,3,3,0.01
8612,3,3,3,0.01
8613,9,9,9,0.01
8614,8,8,8,0.01
8615,6,6,6,0.01
8616,8,8,2,0.01
8617,4,4,4,0.01
8618,8,8,8,0.01
8619,5,5,5,0.01
8620,1,1,1,0.01
8621,1,1,1,0.01
8622,8,8,8,0.01
8623,2,2,2,0.01
8624,2,2,2,0.01
8625,5,5,5,0.01
8626,4,4,4,0.01
8627,3,3,3,0.01
8628,6,6,6,0.01
8629,0,0,0,0.01
8630,9,9,9,0.01
8631,4,4,4,0.01
8632,9,9,9,0.01
8633,2,2,2,0.01
8634,2,2,2,0.01
8635,9,9,9,0.01
8636,0,0,0,0.01
8637,5,5,5,0.01
8638,3,3,3,0.01
8639,8,8,8,0.01
8640,1,1,1,0.01
8641,7,7,9,0.01
8642,1,1,1,0.01
8643,7,7,7,0.01
8644,9,9,9,0.01
8645,1,1,1,0.01
8646,9,9,9,0.01
8647,7,7,7,0.01
8648,7,7,7,0.01
8649,0,0,0,0.01
8650,6,6,6,0.01
8651,1,1,1,0.01
8652,6,6,6,0.01
8653,7,7,7,0.01
8654,6,6,6,0.01
8655,9,9,9,0.01
8656,8,8,8,0.01
8657,0,0,0,0.01
8658,2,2,2,0.01
8659,4,4,2,0.01
8660,3,3,3,0.01
8661,1,1,1,0.01
8662,6,6,6,0.01
8663,8,8,8,0.01
8664,4,4,4,0.01
8665,2,2,2,0.01
8666,6,6,6,0.01
8667,0,0,0,0.01
8668,6,6,6,0.01
8669,0,0,0,0.01
8670,4,4,4,0.01
8671,7,7,3,0.01
8672,0,0,0,0.01
8673,3,3,3,0.01
8674,6,6,6,0.01
8675,3,3,3,0.01
8676,5,5,5,0.01
8677,0,0,0,0.01
8678,5,5,5,0.01
8679,2,2,2,0.01
8680,6,6,6,0.01
8681,9,9,9,0.01
8682,0,0,0,0.01
8683,8,8,8,0.01
8684,0,0,0,0.01
8685,9,9,9,0.01
8686,5,5,5,0.01
8687,1,1,1,0.01
8688,0,0,0,0.01
8689,4,4,4,0.01
8690,5,5,5,0.01
8691,6,6,6,0.01
8692,4,4,4,0.01
8693,1,1,1,0.01
8694,2,2,2,0.01
8695,4,4,4,0.01
8696,8,8,8,0.01
8697,5,5,5,0.01
8698,2,2,2,0.01
8699,5,5,5,0.01
8700,3,3,3,0.01
8701,8,8,8,0.01
8702,3,3,3,0.01
8703,3,3,3,0.01
8704,1,1,1,0.01
8705,8,8,8,0.01
8706,9,9,9,0.01
8707,0,0,0,0.01
8708,9,9,9,0.01
8709,2,2,2,0.01
8710,4,4,4,0.01
8711,5,5,5,0.01
8712,9,9,9,0.01
8713,7,7,7,0.01
8714,9,9,9,0.01
8715,7,7,7,0.01
8716,4,4,4,0.01
8717,8,8,8,0.01
8718,4,4,4,0.01
8719,7,7,7,0.01
8720,3,3,3,0.01
8721,6,6,6,0.01
8722,8,8,8,0.01
8723,4,4,4,0.01
8724,1,1,1,0.01
8725,1,1,1,0.01
8726,5,5,5,0.01
8727,9,3,3,0.01
8728,7,7,7,0.01
8729,9,9,9,0.01
8730,7,7,7,0.01
8731,5,5,5,0.01
8732,5,5,5,0.01
8733,0,0,0,0.01
8734,6,6,1,0.01
8735,5,5,5,0.01
8736,3,3,3,0.01
8737,2,2,2,0.01
8738,4,4,4,0.01
8739,7,7,7,0.01
8740,4,4,4,0.01
8741,8,8,8,0.01
8742,1,1,1,0.01
8743,9,9,9,0.01
8744,6,6,6,0.01
8745,2,2,2,0.01
8746,3,3,3,0.01
8747,3,3,3,0.01
8748,0,0,0,0.01
8749,4,4,4,0.01
8750,7,7,7,0.01
8751,4,4,4,0.01
8752,6,6,6,0.01
8753,7,7,7,0.01
8754,9,9,9,0.01
8755,1,1,1,0.01
8756,3,3,3,0.01
8757,9,9,9,0.01
8758,7,7,7,0.01
8759,6,6,6,0.01
8760,0,0,0,0.01
8761,4,4,4,0.01
8762,8,8,8,0.01
8763,7,7,7,0.01
8764,5,5,5,0.01
8765,4,4,4,0.01
8766,2,2,2,0.01
8767,1,1,1,0.01
8768,6,6,6,0.01
8769,8,8,8,0.01
8770,1,1,1,0.01
8771,0,0,0,0.01
8772,1,1,1,0.01
8773,8,8,8,0.01
8774,3,3,3,0.01
8775,5,5,5,0.01
8776,3,3,3,0.01
8777,0,0,0,0.01
8778,9,9,9,0.01
8779,6,6,6,0.01
8780,6,6,6,0.01
8781,0,0,0,0.01
8782,5,5,5,0.01
8783,8,8,8,0.01
8784,8,8,8,0.01
8785,3,3,3,0.01
8786,1,1,1,0.01
8787,8,8,8,0.01
8788,0,0,0,0.01
8789,8,8,8,0.01
8790,3,3,3,0.01
8791,6,6,6,0.01
8792,7,7,7,0.01
8793,9,9,9,0.01
8794,6,6,6,0.01
8795,3,3,3,0.01
8796,4,4,4,0.01
8797,3,3,3,0.01
8798,0,0,0,0.01
8799,5,5,5,0.01
8800,2,2,2,0.01
8801,6,6,6,0.01
8802,6,6,6,0.01
8803,4,4,4,0.01
8804,6,6,6,0.01
8805,3,3,3,0.01
8806,8,8,8,0.01
8807,2,2,2,0.01
8808,2,2,2,0.01
8809,4,4,4,0.01
8810,3,3,3,0.01
8811,0,0,0,0.01
8812,5,5,5,0.01
8813,4,4,4,0.01
8814,3,3,3,0.01
8815,8,8,8,0.01
8816,5,5,5,0.01
8817,2,2,2,0.01
8818,9,9,9,0.01
8819,8,8,8,0.01
8820,5,5,5,0.01
8821,7,7,7,0.01
8822,6,6,6,0.01
8823,4,4,4,0.01
8824,9,9,9,0.01
8825,0,0,0,0.01
8826,3,3,3,0.01
8827,8,8,8,0.01
8828,7,7,7,0.01
8829,6,6,6,0.01
8830,0,0,0,0.01
8831,8,8,8,0.01
8832,0,0,0,0.01
8833,5,5,5,0.01
8834,0,0,0,0.01
8835,7,7,7,0.01
8836,2,2,2,0.01
8837,1,1,1,0.01
8838,2,2,2,0.01
8839,3,3,3,0.01
8840,4,4,4,0.01
8841,6,6,6,0.01
8842,0,0,0,0.01
8843,3,3,3,0.01
8844,0,0,0,0.01
8845,7,7,2,0.01
8846,2,2,2,0.01
8847,5,5,5,0.01
8848,8,8,8,0.01
8849,0,0,0,0.01
8850,4,4,4,0.01
8851,4,4,4,0.01
8852,4,4,4,0.01
8853,6,6,6,0.01
8854,6,6,6,0.01
8855,6,6,6,0.01
8856,9,9,9,0.01
8857,2,2,2,0.01
8858,6,6,6,0.01
8859,3,3,3,0.01
8860,8,8,8,0.01
8861,1,1,1,0.01
8862,1,1,1,0.01
8863,9,9,9,0.01
8864,0,0,0,0.01
8865,2,2,2,0.01
8866,9,9,9,0.01
8867,4,4,4,0.01
8868,1,1,1,0.01
8869,7,7,7,0.01
8870,3,3,3,0.01
8871,3,3,3,0.01
8872,4,4,4,0.01
8873,1,1,1,0.01
8874,0,0,0,0.01
8875,6,6,6,0.01
8876,9,9,9,0.01
8877,6,6,6,0.01
8878,3,3,3,0.01
8879,8,8,8,0.01
8880,0,0,0,0.01
8881,4,4,4,0.01
8882,4,4,4,0.01
8883,2,2,2,0.01
8884,9,9,9,0.01
8885,2,2,2,0.01
8886,2,2,2,0.01
8887,9,9,9,0.01
8888,8,8,8,0.01
8889,9,9,9,0.01
8890,1,1,1,0.01
8891,8,8,8,0.01
8892,8,8,8,0.01
8893,4,4,4,0.01
8894,5,5,5,0.01
8895,1,1,1,0.01
8896,3,3,3,0.01
8897,2,2,2,0.01
8898,5,5,5,0.01
8899,7,7,7,0.01
8900,1,1,1,0.01
8901,8,8,8,0.01
8902,8,5,6,0.01
8903,3,3,3,0.01
8904,0,0,0,0.01
8905,7,7,7,0.01
8906,8,8,8,0.01
8907,8,8,8,0.01
8908,2,2,2,0.01
8909,2,2,2,0.01
8910,7,7,7,0.01
8911,5,5,5,0.01
8912,2,2,2,0.01
8913,0,0,0,0.01
8914,9,9,9,0.01
8915,8,8,8,0.01
8916,3,3,3,0.01
8917,0,0,0,0.01
8918,6,6,6,0.01
8919,0,0,0,0.01
8920,5,5,5,0.01
8921,1,1,1,0.01
8922,6,6,6,0.01
8923,2,2,2,0.01
8924,3,3,3,0.01
8925,7,7,7,0.01
8926,7,7,7,0.01
8927,1,1,1,0.01
8928,9,9,9,0.01
8929,4,4,4,0.01
8930,1,1,1,0.01
8931,6,6,6,0.01
8932,1,1,1,0.01
8933,3,3,3,0.01
8934,4,4,4,0.01
8935,5,5,5,0.01
8936,2,2,2,0.01
8937,6,6,6,0.01
8938,8,8,8,0.01
8939,0,0,0,0.01
8940,1,1,1,0.01
8941,6,6,6,0.01
8942,8,8,8,0.01
8943,7,7,7,0.01
8944,2,2,2,0.01
8945,1,1,1,0.01
8946,4,4,4,0.01
8947,9,9,9,0.01
8948,5,5,5,0.01
8949,9,9,9,0.01
8950,8,8,8,0.01
8951,6,6,6,0.01
8952,5,5,5,0.01
8953,0,0,0,0.01
8954,9,9,9,0.01
8955,8,8,8,0.01
8956,4,4,4,0.01
8957,6,6,6,0.01
8958,7,7,7,0.01
8959,8,8,8,0.01
8960,3,3,3,0.01
8961,6,6,6,0.01
8962,8,8,8,0.01
8963,0,0,0,0.01
8964,2,2,2,0.01
8965,5,5,5,0.01
8966,1,1,1,0.01
8967,0,0,0,0.01
8968,8,8,8,0.01
8969,0,0,0,0.01
8970,6,6,6,0.01
8971,1,1,1,0.01
8972,6,6,6,0.01
8973,9,9,9,0.01
8974,1,1,1,0.01
8975,0,0,0,0.01
8976,1,1,1,0.01
8977,7,7,7,0.01
8978,3,3,3,0.01
8979,0,0,0,0.01
8980,2,2,2,0.01
8981,8,8,8,0.01
8982,4,4,4,0.01
8983,8,8,8,0.01
8984,3,3,3,0.01
8985,5,5,5,0.01
8986,1,1,1,0.01
8987,3,3,3,0.01
8988,9,9,9,0.01
8989,5,5,5,0.01
8990,5,5,5,0.01
8991,2,2,2,0.01
8992,3,3,3,0.01
8993,5,5,5,0.01
8994,7,7,7,0.01
8995,0,0,0,0.01
8996,8,8,8,0.01
8997,8,8,8,0.01
8998,0,0,0,0.01
8999,2,2,2,0.01
9000,3,3,3,0.01
9001,8,8,8,0.01
9002,9,9,9,0.01
9003,5,5,5,0.01
9004,0,0,0,0.01
9005,2,2,2,0.01
9006,1,1,1,0.01
9007,0,0,0,0.01
9008,5,5,5,0.01
9009,5,5,5,0.01
9010,4,4,4,0.01
9011,6,6,6,0.01
9012,9,9,9,0.01
9013,4,4,4,0.01
9014,7,7,7,0.01
9015,9,9,9,0.01
9016,6,6,6,0.01
9017,2,2,2,0.01
9018,6,6,6,0.01
9019,9,9,9,0.01
9020,5,5,5,0.01
9021,6,6,6,0.01
9022,7,7,7,0.01
9023,6,6,6,0.01
9024,6,6,6,0.01
9025,0,0,0,0.01
9026,6,6,6,0.01
9027,0,0,0,0.01
9028,6,6,6,0.01
9029,5,5,5,0.01
9030,0,0,0,0.01
9031,9,9,3,0.01
9032,8,8,8,0.01
9033,1,1,1,0.01
9034,9,9,9,0.01
9035,3,3,3,0.01
9036,3,3,3,0.01
9037,7,7,7,0.01
9038,1,1,1,0.01
9039,3,3,3,0.01
9040,6,6,6,0.01
9041,2,2,2,0.01
9042,6,6,6,0.01
9043,5,5,5,0.01
9044,1,1,1,0.01
9045,7,7,7,0.01
9046,3,3,3,0.01
9047,1,1,1,0.01
9048,2,2,2,0.01
9049,7,7,7,0.01
9050,7,7,7,0.01
9051,1,1,1,0.01
9052,8,8,9,0.01
9053,8,8,8,0.01
9054,1,1,1,0.01
9055,5,5,5,0.01
9056,3,3,3,0.01
9057,2,2,2,0.01
9058,8,8,8,0.01
9059,1,1,1,0.01
9060,4,4,4,0.01
9061,6,6,6,0.01
9062,1,1,1,0.01
9063,4,4,4,0.01
9064,7,7,7,0.01
9065,2,2,2,0.01
9066,8,8,8,0.01
9067,3,3,3,0.01
9068,1,1,1,0.01
9069,9,9,9,0.01
9070,1,1,1,0.01
9071,1,1,1,0.01
9072,8,8,8,0.01
9073,4,4,4,0.01
9074,8,8,8,0.01
9075,3,3,3,0.01
9076,5,5,5,0.01
9077,2,2,2,0.01
9078,6,6,6,0.01
9079,4,4,4,0.01
9080,1,1,1,0.01
9081,0,0,0,0.01
9082,1,1,1,0.01
9083,9,9,9,0.01
9084,5,5,5,0.01
9085,6,6,6,0.01
9086,8,8,2,0.01
9087,3,3,3,0.01
9088,6,6,6,0.01
9089,0,0,0,0.01
9090,9,9,9,0.01
9091,5,5,5,0.01
9092,7,7,7,0.01
9093,0,0,0,0.01
9094,7,7,7,0.01
9095,1,1,1,0.01
9096,9,9,9,0.01
9097,6,6,6,0.01
9098,1,1,1,0.01
9099,8,8,8,0.01
9100,2,2,2,0.01
9101,3,5,9,0.01
9102,3,3,3,0.01
9103,2,2,2,0.01
9104,3,3,3,0.01
9105,1,1,1,0.01
9106,1,1,1,0.01
9107,8,8,8,0.01
9108,2,2,2,0.01
9109,4,4,4,0.01
9110,0,0,0,0.01
9111,5,5,5,0.01
9112,9,9,9,0.01
9113,3,3,3,0.01
9114,2,2,2,0.01
9115,7,7,7,0.01
9116,7,7,7,0.01
9117,7,7,8,0.01
9118,9,9,9,0.01
9119,7,7,7,0.01
9120,6,6,6,0.01
9121,9,9,9,0.01
9122,7,7,7,0.01
9123,2,2,2,0.01
9124,4,4,4,0.01
9125,0,0,0,0.01
9126,7,7,7,0.01
9127,7,7,7,0.01
9128,5,5,5,0.01
9129,8,8,8,0.01
9130,8,8,8,0.01
9131,4,4,4,0.01
9132,8,8,8,0.01
9133,9,9,9,0.01
9134,1,1,1,0.01
9135,8,8,8,0.01
9136,1,1,1,0.01
9137,2,2,2,0.01
9138,1,1,1,0.01
9139,0,0,0,0.01
9140,5,5,5,0.01
9141,1,1,1,0.01
9142,4,4,4,0.01
9143,8,8,8,0.01
9144,3,3,3,0.01
9145,8,8,8,0.01
9146,3,3,3,0.01
9147,4,4,4,0.01
9148,9,9,9,0.01
9149,5,5,5,0.01
9150,1,1,1,0.01
9151,8,8,8,0.01
9152,5,5,5,0.01
9153,1,1,1,0.01
9154,0,0,0,0.01
9155,2,2,2,0.01
9156,4,4,4,0.01
9157,8,8,8,0.01
9158,0,0,0,0.01
9159,7,7,7,0.01
9160,8,8,8,0.01
9161,8,8,8,0.01
9162,1,1,1,0.01
9163,8,8,8,0.01
9164,1,1,1,0.01
9165,4,4,4,0.01
9166,2,2,2,0.01
9167,8,8,8,0.01
9168,2,2,2,0.01
9169,5,5,5,0.01
9170,0,0,0,0.01
9171,8,8,8,0.01
9172,3,3,3,0.01
9173,8,8,8,0.01
9174,3,3,3,0.01
9175,4,4,4,0.01
9176,7,7,7,0.01
9177,2,2,2,0.01
9178,9,9,9,0.01
9179,6,6,6,0.01
9180,2,2,2,0.01
9181,1,1,1,0.01
9182,7,7,7,0.01
9183,3,3,3,0.01
9184,0,0,0,0.01
9185,8,8,8,0.01
9186,8,8,8,0.01
9187,2,2,2,0.01
9188,4,4,4,0.01
9189,1,1,1,0.01
9190,4,4,4,0.01
9191,6,6,6,0.01
9192,1,1,1,0.01
9193,7,7,7,0.01
9194,7,7,7,0.01
9195,2,2,2,0.01
9196,5,5,5,0.01
9197,9,9,9,0.01
9198,4,4,4,0.01
9199,8,8,8,0.01
9200,1,1,1,0.01
9201,1,1,1,0.01
9202,7,7,7,0.01
9203,9,9,9,0.01
9204,5,5,5,0.01
9205,0,0,0,0.01
9206,8,8,8,0.01
9207,0,0,0,0.01
9208,1,1,1,0.01
9209,3,3,3,0.01
9210,1,1,1,0.01
9211,6,6,6,0.01
9212,6,6,6,0.01
9213,5,5,5,0.01
9214,3,3,3,0.01
9215,1,1,1,0.01
9216,0,0,0,0.01
9217,1,1,1,0.01
9218,9,9,9,0.01
9219,9,9,9,0.01
9220,2,2,2,0.01
9221,6,6,6,0.01
9222,1,1,1,0.01
9223,9,9,9,0.01
9224,2,2,2,0.01
9225,7,7,7,0.01
9226,8,8,8,0.01
9227,7,7,7,0.01
9228,3,3,3,0.01
9229,2,2,2,0.01
9230,5,5,5,0.01
9231,3,3,3,0.01
9232,7,7,7,0.01
9233,8,8,8,0.01
9234,4,4,4,0.01
9235,8,8,8,0.01
9236,6,6,6,0.01
9237,5,5,5,0.01
9238,5,5,5,0.01
9239,2,2,2,0.01
9240,7,7,7,0.01
9241,0,0,0,0.01
9242,7,7,7,0.01
9243,8,8,8,0.01
9244,1,1,1,0.01
9245,8,8,4,0.01
9246,5,5,5,0.01
9247,9,9,9,0.01
9248,0,0,0,0.01
9249,4,4,4,0.01
9250,2,2,2,0.01
9251,2,2,2,0.01
9252,1,1,1,0.01
9253,2,2,2,0.01
9254,6,6,6,0.01
9255,2,2,2,0.01
9256,5,5,5,0.01
9257,7,7,7,0.01
9258,5,5,5,0.01
9259,4,4,4,0.01
9260,9,9,9,0.01
9261,7,7,7,0.01
9262,3,3,3,0.01
9263,7,7,7,0.01
9264,7,7,7,0.01
9265,8,8,8,0.01
9266,1,1,1,0.01
9267,9,9,9,0.01
9268,5,5,5,0.01
9269,2,2,2,0.01
9270,0,0,0,0.01
9271,8,8,8,0.01
9272,6,6,6,0.01
9273,4,4,4,0.01
9274,5,5,5,0.01
9275,8,8,8,0.01
9276,2,2,2,0.01
9277,8,8,8,0.01
9278,4,4,4,0.01
9279,2,2,2,0.01
9280,2,2,2,0.01
9281,0,0,0,0.01
9282,1,1,1,0.01
9283,2,2,2,0.01
9284,9,9,9,0.01
9285,3,3,3,0.01
9286,5,5,5,0.01
9287,0,0,0,0.01
9288,9,9,9,0.01
9289,4,6,6,0.01
9290,4,4,4,0.01
9291,6,6,6,0.01
9292,8,8,8,0.01
9293,3,3,3,0.01
9294,4,4,4,0.01
9295,1,1,1,0.01
9296,3,3,3,0.01
9297,3,3,3,0.01
9298,3,3,3,0.01
9299,4,4,4,0.01
9300,0,0,0,0.01
9301,9,9,9,0.01
9302,8,8,8,0.01
9303,8,8,8,0.01
9304,0,0,0,0.01
9305,5,5,5,0.01
9306,5,5,5,0.01
9307,0,0,0,0.01
9308,8,8,8,0.01
9309,1,1,1,0.01
9310,0,0,0,0.01
9311,8,8,8,0.01
9312,2,2,2,0.01
9313,2,2,2,0.01
9314,4,4,4,0.01
9315,3,3,3,0.01
9316,6,6,6,0.01
9317,6,6,6,0.01
9318,0,0,0,0.01
9319,4,4,4,0.01
9320,4,4,4,0.01
9321,7,7,7,0.01
9322,4,4,4,0.01
9323,6,6,6,0.01
9324,8,8,8,0.01
9325,3,3,3,0.01
9326,5,5,5,0.01
9327,6,6,6,0.01
9328,3,3,3,0.01
9329,2,2,2,0.01
9330,3,3,3,0.01
9331,3,3,3,0.01
9332,9,9,9,0.01
9333,5,5,5,0.01
9334,8,8,8,0.01
9335,1,1,1,0.01
9336,1,1,1,0.01
9337,0,0,0,0.01
9338,7,7,7,0.01
9339,6,6,6,0.01
9340,5,5,5,0.01
9341,8,8,8,0.01
9342,0,0,0,0.01
9343,9,9,9,0.01
9344,0,0,0,0.01
9345,6,6,6,0.01
9346,7,7,7,0.01
